context,file_name,file_path,identifier_name,identifier_type,line_number,modified_date
Previous lines: # Initialize analysis component | self.identifier_tracker = IdentifierTracker( | self.doc_extractor = DocumentationExtractor( | Line: self.pattern_recognizer = PatternRecognizer(),code_seed.py,code_seed.py,pattern_recognizer,variable,909,2025-03-28
"Previous lines: Returns | Dictionary containing comprehensive file metadata | """" | Line: path_obj = Path(file_path)",code_seed.py,code_seed.py,path_obj,variable,927,2025-03-28
Previous lines: path_obj = Path(file_path | try | # Basic file metadat | Line: file_stats = path_obj.stat(),code_seed.py,code_seed.py,file_stats,variable,931,2025-03-28
Previous lines: try | # Basic file metadat | file_stats = path_obj.stat( | Line: file_info = {,code_seed.py,code_seed.py,file_info,variable,932,2025-03-28
Previous lines: 'modified_date': datetime.datetime.fromtimestamp(file_stats.st_mtime).strftime('%Y-%m-%d') | 'created_date': datetime.datetime.fromtimestamp(file_stats.st_ctime).strftime('%Y-%m-%d') | # Determine if this is a text file we should analyze in detai | Line: mime_type = self._guess_mime_type(file_path),code_seed.py,code_seed.py,mime_type,variable,946,2025-03-28
"Previous lines: if self._is_text_file(mime_type) and file_stats.st_size < 1000000:  # Limit to 1M | try | # Read file conten | Line: with open(file_path, 'r', encoding='utf-8', errors='replace') as f:",code_seed.py,code_seed.py,encoding,variable,953,2025-03-28
"Previous lines: if self._is_text_file(mime_type) and file_stats.st_size < 1000000:  # Limit to 1M | try | # Read file conten | Line: with open(file_path, 'r', encoding='utf-8', errors='replace') as f:",code_seed.py,code_seed.py,errors,variable,953,2025-03-28
"Previous lines: try | # Read file conten | with open(file_path, 'r', encoding='utf-8', errors='replace') as f | Line: content = f.read()",code_seed.py,code_seed.py,content,variable,954,2025-03-28
"Previous lines: with open(file_path, 'r', encoding='utf-8', errors='replace') as f | content = f.read( | # Basic content statistic | Line: lines = content.split('\n')",code_seed.py,code_seed.py,lines,variable,957,2025-03-28
"Previous lines: 'content_hash': self._hash_content(content) | } | # Extract identifier | Line: identifiers = self.identifier_tracker.extract_identifiers(content, mime_type)",code_seed.py,code_seed.py,identifiers,variable,966,2025-03-28
"Previous lines: file_info['identifier_counts'] = {k: len(v) for k, v in identifiers.items() | file_info['total_identifiers'] = sum(len(v) for v in identifiers.values() | # Extract documentatio | Line: documentation = self.doc_extractor.extract_documentation(content, mime_type)",code_seed.py,code_seed.py,documentation,variable,971,2025-03-28
"Previous lines: file_info['documentation_counts'] = {k: len(v) for k, v in documentation.items() | file_info['total_documentation'] = sum(len(v) for v in documentation.values() | # Recognize pattern | Line: patterns = self.pattern_recognizer.recognize_patterns(content, mime_type)",code_seed.py,code_seed.py,patterns,variable,976,2025-03-28
Previous lines: file_info['pattern_counts'] = pattern | file_info['total_patterns'] = sum(patterns.values() | # Identify code signature | Line: signatures = self.pattern_recognizer.identify_signatures(content),code_seed.py,code_seed.py,signatures,variable,981,2025-03-28
Previous lines: else | file_info['documentation_density'] = | # Extract cognitive marker | Line: cognitive_markers = self._extract_file_markers(content),code_seed.py,code_seed.py,cognitive_markers,variable,991,2025-03-28
"Previous lines: Returns | MIME type string | """" | Line: extension = Path(file_path).suffix.lower()",code_seed.py,code_seed.py,extension,variable,1034,2025-03-28
"Previous lines: """" | extension = Path(file_path).suffix.lower( | # Common extensions to MIME type | Line: extension_map = {",code_seed.py,code_seed.py,extension_map,variable,1037,2025-03-28
"Previous lines: Returns | Dictionary mapping marker types to instances | """" | Line: markers = defaultdict(list)",code_seed.py,code_seed.py,markers,variable,1122,2025-03-28
"Previous lines: """" | markers = defaultdict(list | # Common cognitive marker | Line: marker_patterns = {",code_seed.py,code_seed.py,marker_patterns,variable,1125,2025-03-28
"Previous lines: 'emoji': r'([🌱🔍🧩🚀🔧🌉🧠🔄🪢🔨])',  # Track emoji usag | # Extract each marker typ | for marker_type, pattern in marker_patterns.items() | Line: matches = re.finditer(pattern, content, re.IGNORECASE | re.MULTILINE)",code_seed.py,code_seed.py,matches,variable,1138,2025-03-28
"Previous lines: for marker_type, pattern in marker_patterns.items() | matches = re.finditer(pattern, content, re.IGNORECASE | re.MULTILINE | for match in matches | Line: marker_text = match.group(1) if match.groups() else match.group(0)",code_seed.py,code_seed.py,marker_text,variable,1140,2025-03-28
"Previous lines: Returns | Flattened list of identifier records | """" | Line: flattened = []",code_seed.py,code_seed.py,flattened,variable,1159,2025-03-28
"Previous lines: for id_type, id_list in identifiers.items() | # Process each identifie | for identifier in id_list | Line: record = {",code_seed.py,code_seed.py,record,variable,1165,2025-03-28
"Previous lines: Returns | Flattened list of documentation records | """" | Line: flattened = []",code_seed.py,code_seed.py,flattened,variable,1188,2025-03-28
"Previous lines: for doc_type, doc_list in documentation.items() | # Process each documentation elemen | for doc in doc_list | Line: record = {",code_seed.py,code_seed.py,record,variable,1194,2025-03-28
"Previous lines: comprehensive approach to mapping the code forest | """" | # Initialize file analyzer componen | Line: self.file_analyzer = FileAnalyzer()",code_seed.py,code_seed.py,file_analyzer,variable,1228,2025-03-28
Previous lines: # Initialize file analyzer componen | self.file_analyzer = FileAnalyzer( | # Map of file relationship | Line: self.relationship_map = defaultdict(set),code_seed.py,code_seed.py,relationship_map,variable,1231,2025-03-28
Previous lines: # Map of file relationship | self.relationship_map = defaultdict(set | # Track inaccessible directorie | Line: self.inaccessible_dirs = [],code_seed.py,code_seed.py,inaccessible_dirs,variable,1234,2025-03-28
"Previous lines: Returns | Dictionary containing comprehensive directory metadata | """" | Line: dir_path = Path(directory)",code_seed.py,code_seed.py,dir_path,variable,1253,2025-03-28
"Previous lines: """" | dir_path = Path(directory | # Compile exclude pattern | Line: exclude_regex = None",code_seed.py,code_seed.py,exclude_regex,variable,1256,2025-03-28
Previous lines: # Compile exclude pattern | exclude_regex = Non | if exclude_patterns | Line: exclude_pattern = '|'.join(f'({pattern})' for pattern in exclude_patterns),code_seed.py,code_seed.py,exclude_pattern,variable,1258,2025-03-28
Previous lines: exclude_regex = Non | if exclude_patterns | exclude_pattern = '|'.join(f'({pattern})' for pattern in exclude_patterns | Line: exclude_regex = re.compile(exclude_pattern),code_seed.py,code_seed.py,exclude_regex,variable,1259,2025-03-28
Previous lines: exclude_pattern = '|'.join(f'({pattern})' for pattern in exclude_patterns | exclude_regex = re.compile(exclude_pattern | # Initialize directory metadat | Line: dir_info = {,code_seed.py,code_seed.py,dir_info,variable,1262,2025-03-28
"Previous lines: # Walk the directory tre | for root, dirs, files in os.walk(directory) | # Check if this directory should be exclude | Line: rel_root = os.path.relpath(root, directory)",code_seed.py,code_seed.py,rel_root,variable,1277,2025-03-28
"Previous lines: # Process each fil | for filename in files | # Check if file should be exclude | Line: file_path = os.path.join(root, filename)",code_seed.py,code_seed.py,file_path,variable,1296,2025-03-28
"Previous lines: for filename in files | # Check if file should be exclude | file_path = os.path.join(root, filename | Line: rel_path = os.path.relpath(file_path, directory)",code_seed.py,code_seed.py,rel_path,variable,1297,2025-03-28
Previous lines: continu | # Analyze fil | try | Line: file_info = self.file_analyzer.analyze_file(file_path),code_seed.py,code_seed.py,file_info,variable,1304,2025-03-28
"Previous lines: dir_info['file_count'] += | dir_info['total_size_bytes'] += file_info.get('size_bytes', 0 | # Update extension statistic | Line: extension = file_info.get('extension', '').lower()",code_seed.py,code_seed.py,extension,variable,1311,2025-03-28
"Previous lines: if extension | dir_info['file_extensions'][extension] = dir_info['file_extensions'].get(extension, 0) + | # Update language statistics based on MIME typ | Line: mime_type = file_info.get('mime_type', '')",code_seed.py,code_seed.py,mime_type,variable,1316,2025-03-28
"Previous lines: dir_info['file_extensions'][extension] = dir_info['file_extensions'].get(extension, 0) + | # Update language statistics based on MIME typ | mime_type = file_info.get('mime_type', '' | Line: language = self._mime_to_language(mime_type)",code_seed.py,code_seed.py,language,variable,1317,2025-03-28
Previous lines: dir_info['files'].append(file_info | # Log progress periodicall | if dir_info['file_count'] % 100 == 0 | Line: elapsed = time.time() - dir_info['start_time'],code_seed.py,code_seed.py,elapsed,variable,1329,2025-03-28
"Previous lines: Returns | Language name | """" | Line: mime_map = {",code_seed.py,code_seed.py,mime_map,variable,1366,2025-03-28
"Previous lines: current_dir: Current directory being processed | base_dir: Base directory of the scan | """" | Line: file_path = file_info.get('path')",code_seed.py,code_seed.py,file_path,variable,1396,2025-03-28
Previous lines: retur | try | # Find related files based on directory structur | Line: parent_dir = os.path.basename(current_dir),code_seed.py,code_seed.py,parent_dir,variable,1402,2025-03-28
"Previous lines: # Find related files based on directory structur | parent_dir = os.path.basename(current_dir | for other_file in os.listdir(current_dir) | Line: other_path = os.path.join(current_dir, other_file)",code_seed.py,code_seed.py,other_path,variable,1404,2025-03-28
"Previous lines: self.relationship_map[file_path].add(other_path | self.relationship_map[other_path].add(file_path | # Find related files based on name pattern | Line: file_name = file_info.get('name', '')",code_seed.py,code_seed.py,file_name,variable,1411,2025-03-28
"Previous lines: self.relationship_map[other_path].add(file_path | # Find related files based on name pattern | file_name = file_info.get('name', '' | Line: base_name = os.path.splitext(file_name)[0]",code_seed.py,code_seed.py,base_name,variable,1412,2025-03-28
"Previous lines: Returns | Dictionary mapping file paths to lists of related files | """" | Line: relationships = {}",code_seed.py,code_seed.py,relationships,variable,1436,2025-03-28
"Previous lines: Dictionary containing pattern summary data | """" | # Get dominant pattern | Line: dominant_patterns = self.file_analyzer.pattern_recognizer.get_dominant_patterns()",code_seed.py,code_seed.py,dominant_patterns,variable,1456,2025-03-28
Previous lines: # Get dominant pattern | dominant_patterns = self.file_analyzer.pattern_recognizer.get_dominant_patterns( | # Group patterns by categor | Line: patterns_by_category = defaultdict(list),code_seed.py,code_seed.py,patterns_by_category,variable,1459,2025-03-28
"Previous lines: # Group patterns by categor | patterns_by_category = defaultdict(list | for pattern in dominant_patterns | Line: category = pattern.get('category', 'other')",code_seed.py,code_seed.py,category,variable,1461,2025-03-28
"Previous lines: Attributes | output_dir: Directory for output files | """" | Line: def __init__(self, output_dir: str = None) -> None:",code_seed.py,code_seed.py,str,variable,1479,2025-03-28
"Previous lines: output_dir: Directory for output files (defaults to current directory) | """" | # Set output director | Line: self.output_dir = output_dir or '.'",code_seed.py,code_seed.py,output_dir,variable,1491,2025-03-28
"Previous lines: # Set output director | self.output_dir = output_dir or '. | # Ensure output directory exist | Line: os.makedirs(self.output_dir, exist_ok=True)",code_seed.py,code_seed.py,exist_ok,variable,1494,2025-03-28
"Previous lines: # Ensure output directory exist | os.makedirs(self.output_dir, exist_ok=True | logger.debug(f""OutputManager initialized with output directory: {self.output_dir}"" | Line: def write_csv(self, data: List[Dict[str, Any]], filename: str, max_field_length: int = 32000) -> str:",code_seed.py,code_seed.py,int,variable,1498,2025-03-28
"Previous lines: logger.warning(""No data to write to CSV"" | return "" | # Prepare output pat | Line: output_path = os.path.join(self.output_dir, filename)",code_seed.py,code_seed.py,output_path,variable,1520,2025-03-28
"Previous lines: # Prepare output pat | output_path = os.path.join(self.output_dir, filename | # Collect all field name | Line: all_fields = set()",code_seed.py,code_seed.py,all_fields,variable,1523,2025-03-28
Previous lines: for record in data | all_fields.update(record.keys() | # Sort fields for consistent outpu | Line: fields = sorted(list(all_fields)),code_seed.py,code_seed.py,fields,variable,1528,2025-03-28
"Previous lines: # Sort fields for consistent outpu | fields = sorted(list(all_fields) | # Write to CS | Line: with open(output_path, 'w', newline='', encoding='utf-8') as f:",code_seed.py,code_seed.py,newline,variable,1531,2025-03-28
"Previous lines: # Sort fields for consistent outpu | fields = sorted(list(all_fields) | # Write to CS | Line: with open(output_path, 'w', newline='', encoding='utf-8') as f:",code_seed.py,code_seed.py,encoding,variable,1531,2025-03-28
"Previous lines: fields = sorted(list(all_fields) | # Write to CS | with open(output_path, 'w', newline='', encoding='utf-8') as f | Line: writer = csv.DictWriter(f, fieldnames=fields, extrasaction='ignore')",code_seed.py,code_seed.py,writer,variable,1532,2025-03-28
"Previous lines: fields = sorted(list(all_fields) | # Write to CS | with open(output_path, 'w', newline='', encoding='utf-8') as f | Line: writer = csv.DictWriter(f, fieldnames=fields, extrasaction='ignore')",code_seed.py,code_seed.py,fieldnames,variable,1532,2025-03-28
"Previous lines: fields = sorted(list(all_fields) | # Write to CS | with open(output_path, 'w', newline='', encoding='utf-8') as f | Line: writer = csv.DictWriter(f, fieldnames=fields, extrasaction='ignore')",code_seed.py,code_seed.py,extrasaction,variable,1532,2025-03-28
"Previous lines: # Write each record, truncating long field | for record in data | # Process record to handle special values and truncat | Line: processed_record = {}",code_seed.py,code_seed.py,processed_record,variable,1538,2025-03-28
"Previous lines: continu | if isinstance(value, (dict, list)) | # Convert complex types to JSON string | Line: value = json.dumps(value)",code_seed.py,code_seed.py,value,variable,1545,2025-03-28
"Previous lines: # Convert complex types to JSON string | value = json.dumps(value | elif value is None | Line: value = """"",code_seed.py,code_seed.py,value,variable,1547,2025-03-28
"Previous lines: value = "" | else | # Convert to strin | Line: value = str(value)",code_seed.py,code_seed.py,value,variable,1550,2025-03-28
"Previous lines: value = str(value | # Truncate if too lon | if len(value) > max_field_length | Line: value = value[:max_field_length - 3] + ""...""",code_seed.py,code_seed.py,value,variable,1554,2025-03-28
"Previous lines: writer.writerow(processed_record | logger.info(f""Wrote {len(data)} records to {output_path}"" | return output_pat | Line: def generate_file_csv(self, directory_data: Dict[str, Any], filename: str = ""codeseed_files.csv"") -> str:",code_seed.py,code_seed.py,str,variable,1563,2025-03-28
"Previous lines: Returns | Path to the created CSV file | """" | Line: files = directory_data.get('files', [])",code_seed.py,code_seed.py,files,variable,1578,2025-03-28
"Previous lines: """" | files = directory_data.get('files', [] | # Filter and prepare file record | Line: file_records = []",code_seed.py,code_seed.py,file_records,variable,1581,2025-03-28
Previous lines: file_records = [ | for file_info in files | # Create a clean record with essential metadat | Line: record = {,code_seed.py,code_seed.py,record,variable,1584,2025-03-28
"Previous lines: file_records.append(record | return self.write_csv(file_records, filename | def generate_identifier_csv(self, directory_data: Dict[str, Any], | Line: filename: str = ""codeseed_identifiers.csv"") -> str:",code_seed.py,code_seed.py,str,variable,1617,2025-03-28
"Previous lines: Returns | Path to the created CSV file | """" | Line: files = directory_data.get('files', [])",code_seed.py,code_seed.py,files,variable,1632,2025-03-28
"Previous lines: """" | files = directory_data.get('files', [] | # Collect all identifiers across file | Line: identifier_records = []",code_seed.py,code_seed.py,identifier_records,variable,1635,2025-03-28
Previous lines: continu | # Process identifier | for identifier in file_info['identifiers'] | Line: record = {,code_seed.py,code_seed.py,record,variable,1643,2025-03-28
"Previous lines: identifier_records.append(record | return self.write_csv(identifier_records, filename | def generate_documentation_csv(self, directory_data: Dict[str, Any], | Line: filename: str = ""codeseed_documentation.csv"") -> str:",code_seed.py,code_seed.py,str,variable,1657,2025-03-28
"Previous lines: Returns | Path to the created CSV file | """" | Line: files = directory_data.get('files', [])",code_seed.py,code_seed.py,files,variable,1672,2025-03-28
"Previous lines: """" | files = directory_data.get('files', [] | # Collect all documentation across file | Line: documentation_records = []",code_seed.py,code_seed.py,documentation_records,variable,1675,2025-03-28
Previous lines: continu | # Process documentatio | for doc in file_info['documentation'] | Line: record = {,code_seed.py,code_seed.py,record,variable,1683,2025-03-28
"Previous lines: directory_analyzer: System for analyzing directory structures | output_manager: System for generating output files | """" | Line: def __init__(self, output_dir: str = None) -> None:",code_seed.py,code_seed.py,str,variable,1714,2025-03-28
"Previous lines: output_dir: Directory for output files | """" | # Initialize component system | Line: self.directory_analyzer = DirectoryAnalyzer()",code_seed.py,code_seed.py,directory_analyzer,variable,1726,2025-03-28
"Previous lines: """" | # Initialize component system | self.directory_analyzer = DirectoryAnalyzer( | Line: self.output_manager = OutputManager(output_dir)",code_seed.py,code_seed.py,output_manager,variable,1727,2025-03-28
"Previous lines: logger.debug(""CodeSeed initialized with component systems"" | def analyze_directory(self, directory: str, | exclude_patterns: List[str] = None | Line: output_prefix: str = ""codeseed"") -> Dict[str, str]:",code_seed.py,code_seed.py,str,variable,1733,2025-03-28
"Previous lines: """" | logger.info(f""Starting analysis of directory: {directory}"" | # Perform directory analysi | Line: directory_data = self.directory_analyzer.scan_directory(directory, exclude_patterns)",code_seed.py,code_seed.py,directory_data,variable,1752,2025-03-28
"Previous lines: # Perform directory analysi | directory_data = self.directory_analyzer.scan_directory(directory, exclude_patterns | # Generate output file | Line: output_files = {}",code_seed.py,code_seed.py,output_files,variable,1755,2025-03-28
Previous lines: # Generate output file | output_files = { | # File metadata CS | Line: file_csv = self.output_manager.generate_file_csv(,code_seed.py,code_seed.py,file_csv,variable,1758,2025-03-28
"Previous lines: directory_data, f""{output_prefix}_files.csv"" | output_files['files_csv'] = file_cs | # Identifier metadata CS | Line: identifier_csv = self.output_manager.generate_identifier_csv(",code_seed.py,code_seed.py,identifier_csv,variable,1763,2025-03-28
"Previous lines: directory_data, f""{output_prefix}_identifiers.csv"" | output_files['identifiers_csv'] = identifier_cs | # Documentation metadata CS | Line: documentation_csv = self.output_manager.generate_documentation_csv(",code_seed.py,code_seed.py,documentation_csv,variable,1768,2025-03-28
"Previous lines: """" | import argpars | # Set up argument parse | Line: parser = argparse.ArgumentParser(",code_seed.py,code_seed.py,parser,variable,1806,2025-03-28
"Previous lines: import argpars | # Set up argument parse | parser = argparse.ArgumentParser | Line: description=""CodeSeed: Extract rich code metadata for analysis in DataTrellis""",code_seed.py,code_seed.py,description,variable,1807,2025-03-28
"Previous lines: # Set up argument parse | parser = argparse.ArgumentParser | description=""CodeSeed: Extract rich code metadata for analysis in DataTrellis | Line: parser.add_argument('directory', nargs='?', default='.',",code_seed.py,code_seed.py,nargs,variable,1809,2025-03-28
"Previous lines: # Set up argument parse | parser = argparse.ArgumentParser | description=""CodeSeed: Extract rich code metadata for analysis in DataTrellis | Line: parser.add_argument('directory', nargs='?', default='.',",code_seed.py,code_seed.py,default,variable,1809,2025-03-28
"Previous lines: parser = argparse.ArgumentParser | description=""CodeSeed: Extract rich code metadata for analysis in DataTrellis | parser.add_argument('directory', nargs='?', default='.' | Line: help=""Directory to analyze (defaults to current directory)"")",code_seed.py,code_seed.py,help,variable,1810,2025-03-28
"Previous lines: description=""CodeSeed: Extract rich code metadata for analysis in DataTrellis | parser.add_argument('directory', nargs='?', default='.' | help=""Directory to analyze (defaults to current directory)"" | Line: parser.add_argument('--output-dir', '-o', default='.',",code_seed.py,code_seed.py,default,variable,1811,2025-03-28
"Previous lines: parser.add_argument('directory', nargs='?', default='.' | help=""Directory to analyze (defaults to current directory)"" | parser.add_argument('--output-dir', '-o', default='.' | Line: help=""Directory for output files (defaults to current directory)"")",code_seed.py,code_seed.py,help,variable,1812,2025-03-28
"Previous lines: help=""Directory to analyze (defaults to current directory)"" | parser.add_argument('--output-dir', '-o', default='.' | help=""Directory for output files (defaults to current directory)"" | Line: parser.add_argument('--prefix', '-p', default='codeseed',",code_seed.py,code_seed.py,default,variable,1813,2025-03-28
"Previous lines: parser.add_argument('--output-dir', '-o', default='.' | help=""Directory for output files (defaults to current directory)"" | parser.add_argument('--prefix', '-p', default='codeseed' | Line: help=""Prefix for output filenames"")",code_seed.py,code_seed.py,help,variable,1814,2025-03-28
"Previous lines: help=""Directory for output files (defaults to current directory)"" | parser.add_argument('--prefix', '-p', default='codeseed' | help=""Prefix for output filenames"" | Line: parser.add_argument('--exclude', '-e', action='append',",code_seed.py,code_seed.py,action,variable,1815,2025-03-28
"Previous lines: parser.add_argument('--prefix', '-p', default='codeseed' | help=""Prefix for output filenames"" | parser.add_argument('--exclude', '-e', action='append' | Line: help=""Patterns to exclude (can be specified multiple times)"")",code_seed.py,code_seed.py,help,variable,1816,2025-03-28
"Previous lines: help=""Prefix for output filenames"" | parser.add_argument('--exclude', '-e', action='append' | help=""Patterns to exclude (can be specified multiple times)"" | Line: parser.add_argument('--verbose', '-v', action='store_true',",code_seed.py,code_seed.py,action,variable,1817,2025-03-28
"Previous lines: parser.add_argument('--exclude', '-e', action='append' | help=""Patterns to exclude (can be specified multiple times)"" | parser.add_argument('--verbose', '-v', action='store_true' | Line: help=""Enable verbose logging"")",code_seed.py,code_seed.py,help,variable,1818,2025-03-28
"Previous lines: help=""Patterns to exclude (can be specified multiple times)"" | parser.add_argument('--verbose', '-v', action='store_true' | help=""Enable verbose logging"" | Line: parser.add_argument('--version', action='store_true',",code_seed.py,code_seed.py,action,variable,1819,2025-03-28
"Previous lines: parser.add_argument('--verbose', '-v', action='store_true' | help=""Enable verbose logging"" | parser.add_argument('--version', action='store_true' | Line: help=""Show version information"")",code_seed.py,code_seed.py,help,variable,1820,2025-03-28
"Previous lines: parser.add_argument('--version', action='store_true' | help=""Show version information"" | # Parse argument | Line: args = parser.parse_args()",code_seed.py,code_seed.py,args,variable,1823,2025-03-28
Previous lines: # Run analysi | try | # Initialize CodeSee | Line: code_seed = CodeSeed(args.output_dir),code_seed.py,code_seed.py,code_seed,variable,1837,2025-03-28
Previous lines: # Initialize CodeSee | code_seed = CodeSeed(args.output_dir | # Analyze director | Line: output_files = code_seed.analyze_directory(,code_seed.py,code_seed.py,output_files,variable,1840,2025-03-28
"Previous lines: import tracebac | logger.debug(traceback.format_exc() | sys.exit(1 | Line: if __name__ == ""__main__"":",code_seed.py,code_seed.py,__name__,variable,1857,2025-03-28
"Previous lines: This codebase serves as a reference implementation for clear semantic linkin | between identifiers, inline documentation, and formal docstrings | """""" | Line: import os",code_seed.py,code_seed.py,os,import,28,2025-03-28
"Previous lines: between identifiers, inline documentation, and formal docstrings | """""" | import o | Line: import sys",code_seed.py,code_seed.py,sys,import,29,2025-03-28
"Previous lines: """""" | import o | import sy | Line: import re",code_seed.py,code_seed.py,re,import,30,2025-03-28
Previous lines: import o | import sy | import r | Line: import csv,code_seed.py,code_seed.py,csv,import,31,2025-03-28
Previous lines: import sy | import r | import cs | Line: import json,code_seed.py,code_seed.py,json,import,32,2025-03-28
Previous lines: import r | import cs | import jso | Line: import time,code_seed.py,code_seed.py,time,import,33,2025-03-28
Previous lines: import cs | import jso | import tim | Line: import datetime,code_seed.py,code_seed.py,datetime,import,34,2025-03-28
Previous lines: import jso | import tim | import datetim | Line: import hashlib,code_seed.py,code_seed.py,hashlib,import,35,2025-03-28
Previous lines: import tim | import datetim | import hashli | Line: import logging,code_seed.py,code_seed.py,logging,import,36,2025-03-28
Previous lines: import datetim | import hashli | import loggin | Line: from pathlib import Path,code_seed.py,code_seed.py,Path,import,37,2025-03-28
"Previous lines: import hashli | import loggin | from pathlib import Pat | Line: from collections import defaultdict, Counter",code_seed.py,code_seed.py,defaultdict,import,38,2025-03-28
"Previous lines: import loggin | from pathlib import Pat | from collections import defaultdict, Counte | Line: from typing import Dict, List, Tuple, Set, Any, Optional, Union, Iterator",code_seed.py,code_seed.py,Dict,import,39,2025-03-28
"Previous lines: Provides a user-friendly interface to the CodeSeed system, allowin | easy analysis of code directories and generation of rich metadata | """" | Line: import argparse",code_seed.py,code_seed.py,argparse,import,1803,2025-03-28
"Previous lines: print(f""- {output_type}: {file_path}"" | except Exception as e | logger.error(f""Error during analysis: {e}"" | Line: import traceback",code_seed.py,code_seed.py,traceback,import,1852,2025-03-28
Previous lines: import datetim | import hashli | import loggin | Line: from pathlib import Path,code_seed.py,code_seed.py,pathlib,from_import,37,2025-03-28
"Previous lines: import hashli | import loggin | from pathlib import Pat | Line: from collections import defaultdict, Counter",code_seed.py,code_seed.py,collections,from_import,38,2025-03-28
"Previous lines: import loggin | from pathlib import Pat | from collections import defaultdict, Counte | Line: from typing import Dict, List, Tuple, Set, Any, Optional, Union, Iterator",code_seed.py,code_seed.py,typing,from_import,39,2025-03-28
"Previous lines: # Network of relationships between identifier | self.relationship_map: Dict[str, Set[str]] = defaultdict(set | logger.debug(""IdentifierTracker initialized with patterns for multiple languages"" | Line: def extract_identifiers(self, content: str, file_type: str) -> Dict[str, List[Dict[str, Any]]]:",code_seed.py,code_seed.py,content,parameter,170,2025-03-28
"Previous lines: # Network of relationships between identifier | self.relationship_map: Dict[str, Set[str]] = defaultdict(set | logger.debug(""IdentifierTracker initialized with patterns for multiple languages"" | Line: def extract_identifiers(self, content: str, file_type: str) -> Dict[str, List[Dict[str, Any]]]:",code_seed.py,code_seed.py,file_type,parameter,170,2025-03-28
"Previous lines: logger.debug(f""Extracted {sum(len(ids) for ids in identifiers.values())} identifiers | f""of {len(identifiers)} types from {language} content"" | return identifier | Line: def _determine_language(self, file_type: str) -> str:",code_seed.py,code_seed.py,file_type,parameter,235,2025-03-28
"Previous lines: return lan | # Default to a basic set of pattern | return 'python'  # Default to Python pattern | Line: def _extract_context(self, content: str, match: re.Match) -> str:",code_seed.py,code_seed.py,content,parameter,275,2025-03-28
"Previous lines: return lan | # Default to a basic set of pattern | return 'python'  # Default to Python pattern | Line: def _extract_context(self, content: str, match: re.Match) -> str:",code_seed.py,code_seed.py,match,parameter,275,2025-03-28
"Previous lines: if inline_comment | context.append(""Comment: "" + inline_comment | return "" | "".join(context | Line: def _update_relationships(self, content: str, id_name: str, match: re.Match) -> None:",code_seed.py,code_seed.py,content,parameter,333,2025-03-28
"Previous lines: if inline_comment | context.append(""Comment: "" + inline_comment | return "" | "".join(context | Line: def _update_relationships(self, content: str, id_name: str, match: re.Match) -> None:",code_seed.py,code_seed.py,id_name,parameter,333,2025-03-28
"Previous lines: if inline_comment | context.append(""Comment: "" + inline_comment | return "" | "".join(context | Line: def _update_relationships(self, content: str, id_name: str, match: re.Match) -> None:",code_seed.py,code_seed.py,match,parameter,333,2025-03-28
"Previous lines: 'question': r'\?{2,}',  # Multiple question marks often indicate uncertaint | 'emphasis': r'!{2,}',  # Multiple exclamation points indicate emphasi | logger.debug(""DocumentationExtractor initialized with patterns for multiple languages"" | Line: def extract_documentation(self, content: str, file_type: str) -> Dict[str, List[Dict[str, Any]]]:",code_seed.py,code_seed.py,content,parameter,472,2025-03-28
"Previous lines: 'question': r'\?{2,}',  # Multiple question marks often indicate uncertaint | 'emphasis': r'!{2,}',  # Multiple exclamation points indicate emphasi | logger.debug(""DocumentationExtractor initialized with patterns for multiple languages"" | Line: def extract_documentation(self, content: str, file_type: str) -> Dict[str, List[Dict[str, Any]]]:",code_seed.py,code_seed.py,file_type,parameter,472,2025-03-28
"Previous lines: logger.debug(f""Extracted {sum(len(docs) for docs in documentation.values())} documentation | f""elements of {len(documentation)} types from {language} content"" | return documentatio | Line: def _determine_language(self, file_type: str) -> str:",code_seed.py,code_seed.py,file_type,parameter,532,2025-03-28
"Previous lines: return lan | # Default to a basic set of pattern | return 'python'  # Default to Python pattern | Line: def _clean_doc_content(self, content: str) -> str:",code_seed.py,code_seed.py,content,parameter,572,2025-03-28
"Previous lines: content = re.sub(r'\s+', ' ', content | content = content.strip( | return conten | Line: def _extract_cognitive_markers(self, content: str) -> Dict[str, List[str]]:",code_seed.py,code_seed.py,content,parameter,606,2025-03-28
"Previous lines: marker_content = match.group(1) if match.groups() else match.group(0 | markers[marker_type].append(marker_content.strip() | return dict(markers | Line: def get_documentation_data(self, documentation: Dict[str, List[Dict[str, Any]]]) -> List[Dict[str, Any]]:",code_seed.py,code_seed.py,documentation,parameter,631,2025-03-28
"Previous lines: marker_content = match.group(1) if match.groups() else match.group(0 | markers[marker_type].append(marker_content.strip() | return dict(markers | Line: def get_documentation_data(self, documentation: Dict[str, List[Dict[str, Any]]]) -> List[Dict[str, Any]]:",code_seed.py,code_seed.py,List[Dict[str,parameter,631,2025-03-28
"Previous lines: marker_content = match.group(1) if match.groups() else match.group(0 | markers[marker_type].append(marker_content.strip() | return dict(markers | Line: def get_documentation_data(self, documentation: Dict[str, List[Dict[str, Any]]]) -> List[Dict[str, Any]]:",code_seed.py,code_seed.py,Any]]],parameter,631,2025-03-28
